,Income_Category
8173,Unknown
7579,$120K +
8735,$80K - $120K
4089,$120K +
3546,Unknown
9886,Less than $40K
8644,$60K - $80K
8139,$60K - $80K
5129,Less than $40K
4609,$60K - $80K
2801,$80K - $120K
4328,Less than $40K
1472,Less than $40K
3521,$60K - $80K
589,$80K - $120K
3239,Less than $40K
3773,Less than $40K
3840,$80K - $120K
2381,Less than $40K
4158,Less than $40K
2397,Less than $40K
3541,$120K +
1510,$120K +
4440,$40K - $60K
9614,Less than $40K
4299,$120K +
2387,$80K - $120K
2808,Less than $40K
40,$80K - $120K
8637,Unknown
8053,Less than $40K
1070,$60K - $80K
7362,Less than $40K
3411,Less than $40K
4463,$40K - $60K
7436,Unknown
2046,$80K - $120K
5591,Less than $40K
632,Less than $40K
1146,$60K - $80K
5420,$60K - $80K
1109,$80K - $120K
9609,$60K - $80K
520,$40K - $60K
2690,Unknown
8847,Less than $40K
8613,$80K - $120K
1799,Less than $40K
6510,$60K - $80K
4278,$80K - $120K
6909,Less than $40K
5937,$120K +
4589,$40K - $60K
1897,Unknown
4598,Less than $40K
2225,Less than $40K
6045,Less than $40K
8302,$60K - $80K
3479,Unknown
6133,Less than $40K
8285,Less than $40K
9937,Less than $40K
2292,Less than $40K
6497,$80K - $120K
4709,$40K - $60K
8661,Less than $40K
2253,$80K - $120K
9403,$60K - $80K
1378,Unknown
5162,Unknown
3429,$80K - $120K
8237,$40K - $60K
5021,$60K - $80K
7404,Less than $40K
1476,$40K - $60K
3755,Unknown
3622,$80K - $120K
5450,Unknown
5288,Less than $40K
1728,$60K - $80K
4660,$120K +
2461,$80K - $120K
489,$40K - $60K
4021,$60K - $80K
2149,$80K - $120K
674,$80K - $120K
8693,Less than $40K
3545,$40K - $60K
9983,$60K - $80K
3715,$40K - $60K
3206,$40K - $60K
9980,Less than $40K
245,$80K - $120K
5510,Less than $40K
7980,Less than $40K
1980,Less than $40K
7595,$40K - $60K
7731,Less than $40K
7610,Less than $40K
8413,Unknown
7028,$80K - $120K
5483,$40K - $60K
9941,Less than $40K
6376,Less than $40K
1097,$120K +
5976,$80K - $120K
6361,$40K - $60K
6221,Less than $40K
6262,$40K - $60K
8486,Unknown
9739,$80K - $120K
6069,Less than $40K
9036,$60K - $80K
8972,Less than $40K
7563,$120K +
3428,Less than $40K
1850,Less than $40K
4483,$60K - $80K
4116,$40K - $60K
3412,Less than $40K
7704,Unknown
4933,$80K - $120K
452,$40K - $60K
7497,$60K - $80K
1313,Unknown
2267,$80K - $120K
9005,$60K - $80K
3616,Less than $40K
2528,$60K - $80K
7878,Less than $40K
3334,$40K - $60K
5660,$80K - $120K
5543,Less than $40K
9737,$40K - $60K
7875,$40K - $60K
63,$120K +
2870,$40K - $60K
8911,$120K +
5414,Unknown
3898,$40K - $60K
758,$60K - $80K
9407,$60K - $80K
4610,Less than $40K
8095,$80K - $120K
629,Less than $40K
954,$80K - $120K
7181,Less than $40K
9930,Less than $40K
926,$120K +
1330,$80K - $120K
884,$80K - $120K
4287,$80K - $120K
8060,Unknown
7128,Less than $40K
8930,$40K - $60K
6982,Less than $40K
1008,Unknown
7370,Unknown
9832,$40K - $60K
8573,Less than $40K
9318,$80K - $120K
7685,Unknown
9009,Less than $40K
5725,Less than $40K
9259,$120K +
8920,$120K +
2811,$80K - $120K
2466,$40K - $60K
5217,Less than $40K
4987,Unknown
2752,$60K - $80K
373,Less than $40K
2612,$40K - $60K
1750,$60K - $80K
4332,Less than $40K
8795,Less than $40K
2909,Less than $40K
3570,$80K - $120K
2344,$60K - $80K
2052,$80K - $120K
8109,$40K - $60K
5814,Unknown
2317,Less than $40K
9876,$60K - $80K
4047,Less than $40K
7770,Unknown
745,$80K - $120K
3807,$120K +
371,$40K - $60K
7177,$40K - $60K
5158,Unknown
283,Unknown
5298,Less than $40K
881,$60K - $80K
7257,Less than $40K
10025,$80K - $120K
9076,$40K - $60K
508,Less than $40K
2196,$120K +
691,Less than $40K
8579,$80K - $120K
1375,Less than $40K
2525,$60K - $80K
8211,Less than $40K
641,$60K - $80K
9391,$80K - $120K
3975,$40K - $60K
1091,$40K - $60K
2983,$80K - $120K
6352,Less than $40K
5447,Less than $40K
9570,$80K - $120K
5892,$60K - $80K
3960,$40K - $60K
7623,Less than $40K
1010,$40K - $60K
5372,Less than $40K
7814,Less than $40K
7352,Less than $40K
6253,Less than $40K
3683,$60K - $80K
9367,$60K - $80K
488,Less than $40K
2257,$40K - $60K
7627,$80K - $120K
1236,$80K - $120K
494,$60K - $80K
8745,$120K +
4571,$80K - $120K
5054,Less than $40K
3945,$60K - $80K
7823,$60K - $80K
4718,$80K - $120K
3831,$80K - $120K
734,Less than $40K
3748,Less than $40K
2330,$40K - $60K
2016,$40K - $60K
4480,$40K - $60K
2877,$80K - $120K
3951,Less than $40K
1497,Less than $40K
1785,$40K - $60K
6822,$80K - $120K
5883,Less than $40K
4882,Less than $40K
5504,$40K - $60K
4669,Less than $40K
9716,Less than $40K
7621,Less than $40K
3201,$40K - $60K
3368,$80K - $120K
8438,$120K +
1909,$40K - $60K
8818,Less than $40K
1302,$120K +
1677,$80K - $120K
1526,$80K - $120K
9923,$80K - $120K
4907,$80K - $120K
8696,$60K - $80K
534,Unknown
2968,Unknown
885,Less than $40K
6537,$80K - $120K
333,Less than $40K
9995,Less than $40K
1031,$40K - $60K
8680,$120K +
726,$120K +
3603,Less than $40K
6873,Less than $40K
9968,Unknown
9773,Less than $40K
1852,Less than $40K
281,$80K - $120K
8987,$80K - $120K
4629,Less than $40K
6720,$40K - $60K
4834,Unknown
2691,$40K - $60K
4477,Unknown
2412,$40K - $60K
5308,Less than $40K
5322,$40K - $60K
4087,$80K - $120K
8606,Less than $40K
3761,Less than $40K
8768,$120K +
9821,Less than $40K
788,$80K - $120K
9875,$40K - $60K
737,$40K - $60K
7804,Less than $40K
7895,Unknown
894,$60K - $80K
3284,$40K - $60K
7672,Less than $40K
1800,$60K - $80K
5601,Unknown
6457,Unknown
2796,$60K - $80K
3044,$60K - $80K
2782,Less than $40K
3358,$60K - $80K
6374,Unknown
5285,Less than $40K
4500,Less than $40K
5002,$40K - $60K
9809,$80K - $120K
6885,$40K - $60K
9788,Less than $40K
1682,Less than $40K
8496,Less than $40K
4904,Less than $40K
7884,Less than $40K
1182,$40K - $60K
6802,Less than $40K
4930,Less than $40K
7411,$120K +
1833,Less than $40K
8926,$80K - $120K
5296,Less than $40K
4464,Less than $40K
3112,$80K - $120K
3394,Unknown
9047,$80K - $120K
3245,$80K - $120K
3764,$40K - $60K
4736,Less than $40K
3339,Less than $40K
7573,Less than $40K
8594,$60K - $80K
6596,Less than $40K
7247,Unknown
8077,Less than $40K
4331,$80K - $120K
5741,$40K - $60K
6078,Less than $40K
729,$80K - $120K
4551,Less than $40K
6531,$80K - $120K
4717,Less than $40K
1319,$40K - $60K
7565,Unknown
7007,$120K +
8529,Less than $40K
9532,$80K - $120K
2679,$80K - $120K
7233,$80K - $120K
1024,Less than $40K
5025,Less than $40K
3464,Less than $40K
10124,Less than $40K
271,$60K - $80K
7987,$60K - $80K
8093,$80K - $120K
62,$60K - $80K
1048,$120K +
9301,Less than $40K
9382,$80K - $120K
5683,Unknown
6886,Less than $40K
2320,$120K +
625,$120K +
8791,Less than $40K
1265,Unknown
5128,$40K - $60K
1195,$80K - $120K
8353,Less than $40K
92,$40K - $60K
5642,$40K - $60K
1841,$80K - $120K
9606,$60K - $80K
802,$120K +
6644,Less than $40K
3129,Unknown
2823,Less than $40K
959,$40K - $60K
8973,$80K - $120K
2693,$40K - $60K
1299,Less than $40K
931,Less than $40K
2228,$40K - $60K
834,Less than $40K
609,$60K - $80K
3872,$40K - $60K
9051,$80K - $120K
6930,$80K - $120K
7905,$40K - $60K
9860,$40K - $60K
6687,Less than $40K
2587,$60K - $80K
3516,$40K - $60K
3269,$40K - $60K
8138,Less than $40K
7873,$120K +
3347,$40K - $60K
10064,Less than $40K
8630,Less than $40K
5105,Less than $40K
9415,$80K - $120K
6339,Less than $40K
672,$40K - $60K
2481,Less than $40K
8224,$120K +
2084,$40K - $60K
6863,$40K - $60K
9579,$120K +
9096,$120K +
7657,Less than $40K
5410,Less than $40K
2171,$120K +
7665,Less than $40K
1675,$80K - $120K
1676,Less than $40K
3212,$120K +
5132,$40K - $60K
2723,$40K - $60K
8198,Less than $40K
768,$80K - $120K
10107,$60K - $80K
4029,$80K - $120K
8375,$80K - $120K
2378,Less than $40K
6321,$60K - $80K
8238,$40K - $60K
7775,$40K - $60K
8431,$60K - $80K
9888,$80K - $120K
7276,Less than $40K
1463,$40K - $60K
225,$80K - $120K
266,Less than $40K
7131,$40K - $60K
5508,$40K - $60K
4892,$80K - $120K
3862,Unknown
3581,Less than $40K
5603,$60K - $80K
713,Less than $40K
461,$60K - $80K
5531,Less than $40K
4437,$60K - $80K
2792,$40K - $60K
5916,$80K - $120K
526,$80K - $120K
3882,Less than $40K
1540,$40K - $60K
591,$80K - $120K
7983,$120K +
2643,Less than $40K
1875,Less than $40K
6310,Less than $40K
3724,Unknown
6366,$60K - $80K
3735,$120K +
948,$80K - $120K
4601,Unknown
3163,$60K - $80K
4014,$80K - $120K
5319,$40K - $60K
1974,Unknown
5458,Less than $40K
8403,Less than $40K
8744,Less than $40K
119,Less than $40K
5290,Less than $40K
1515,$60K - $80K
2411,$120K +
741,$40K - $60K
8549,Unknown
4895,Less than $40K
9933,Less than $40K
1958,$80K - $120K
1632,$80K - $120K
8868,$120K +
